ws-2,ws-1,ws,ws+1,wd-2,wd-1,wd,wd+1,hour_from_06,week,month,production
4.89,5.26,5.61,5.86,139.49,137.53,134.98,132.36,10,29,7,0.175
5.26,5.61,5.86,5.94,137.53,134.98,132.36,129.97,11,29,7,0.21100000000000002
5.61,5.86,5.94,5.78,134.98,132.36,129.97,127.98,12,29,7,0.276
5.86,5.94,5.78,5.37,132.36,129.97,127.98,126.56,13,29,7,0.24600000000000002
5.94,5.78,5.37,4.7,129.97,127.98,126.56,126.07,14,29,7,0.231
5.78,5.37,4.7,3.81,127.98,126.56,126.07,126.92,15,29,7,0.23600000000000002
5.37,4.7,3.81,2.93,126.56,126.07,126.92,127.56,16,29,7,0.231
4.7,3.81,2.93,2.34,126.07,126.92,127.56,123.25,17,29,7,0.21100000000000002
3.81,2.93,2.34,3.53,126.92,127.56,123.25,113.56,6,29,7,0.145
2.93,2.34,3.53,3.46,127.56,123.25,113.56,104.61,5,29,7,0.075
2.34,3.53,3.46,3.29,123.25,113.56,104.61,94.7,4,29,7,0.065
3.53,3.46,3.29,3.11,113.56,104.61,94.7,83.45,3,29,7,0.04
3.46,3.29,3.11,3.0,104.61,94.7,83.45,71.62,2,29,7,0.05
3.29,3.11,3.0,3.0,94.7,83.45,71.62,61.11,1,29,7,0.065
3.11,3.0,3.0,3.07,83.45,71.62,61.11,53.65,0,29,7,0.08
3.0,3.0,3.07,3.19,71.62,61.11,53.65,48.97,1,29,7,0.04
3.0,3.07,3.19,3.32,61.11,53.65,48.97,46.19,2,29,7,0.06
3.07,3.19,3.32,3.47,53.65,48.97,46.19,44.25,3,29,7,0.135
3.19,3.32,3.47,3.59,48.97,46.19,44.25,41.14,4,29,7,0.115
3.32,3.47,3.59,3.65,46.19,44.25,41.14,34.67,5,29,7,0.12
3.47,3.59,3.65,3.87,44.25,41.14,34.67,20.35,6,29,7,0.1
3.59,3.65,3.87,4.22,41.14,34.67,20.35,12.07,7,29,7,0.09
3.65,3.87,4.22,4.67,34.67,20.35,12.07,8.56,8,29,7,0.04
3.87,4.22,4.67,5.11,20.35,12.07,8.56,7.84,9,29,7,0.135
4.22,4.67,5.11,5.45,12.07,8.56,7.84,8.07,10,29,7,0.21600000000000003
4.67,5.11,5.45,5.62,8.56,7.84,8.07,7.84,11,29,7,0.226
5.11,5.45,5.62,5.57,7.84,8.07,7.84,6.36,12,29,7,0.21100000000000002
5.45,5.62,5.57,5.34,8.07,7.84,6.36,4.48,13,29,7,0.201
5.62,5.57,5.34,5.0,7.84,6.36,4.48,3.66,14,29,7,0.306
5.57,5.34,5.0,4.61,6.36,4.48,3.66,5.34,15,29,7,0.271
5.34,5.0,4.61,4.25,4.48,3.66,5.34,9.16,16,29,7,0.316
5.0,4.61,4.25,3.99,3.66,5.34,9.16,13.74,17,29,7,0.371
4.61,4.25,3.99,4.66,5.34,9.16,13.74,6.5,6,29,7,0.331
4.25,3.99,4.66,4.35,9.16,13.74,6.5,8.68,5,29,7,0.366
3.99,4.66,4.35,3.97,13.74,6.5,8.68,16.34,4,29,7,0.366
4.66,4.35,3.97,3.65,6.5,8.68,16.34,29.27,3,29,7,0.366
4.35,3.97,3.65,3.55,8.68,16.34,29.27,44.98,2,29,7,0.406
3.97,3.65,3.55,3.65,16.34,29.27,44.98,59.21,1,29,7,0.35600000000000004
3.65,3.55,3.65,3.76,29.27,44.98,59.21,69.88,0,29,7,0.281
3.55,3.65,3.76,3.82,44.98,59.21,69.88,79.15,1,29,7,0.326
3.65,3.76,3.82,3.88,59.21,69.88,79.15,89.41,2,29,7,0.47100000000000003
3.76,3.82,3.88,4.09,69.88,79.15,89.41,101.19,3,29,7,0.431
3.82,3.88,4.09,4.46,79.15,89.41,101.19,111.29,4,29,7,0.165
3.88,4.09,4.46,4.89,89.41,101.19,111.29,117.15,5,29,7,0.256
4.09,4.46,4.89,5.24,101.19,111.29,117.15,123.25,6,29,7,0.261
4.46,4.89,5.24,5.43,111.29,117.15,123.25,121.47,7,29,7,0.17
4.89,5.24,5.43,5.71,117.15,123.25,121.47,115.55,8,29,7,0.115
5.24,5.43,5.71,6.08,123.25,121.47,115.55,107.99,9,29,7,0.145
5.43,5.71,6.08,6.41,121.47,115.55,107.99,100.87,10,29,7,0.145
5.71,6.08,6.41,6.5,115.55,107.99,100.87,95.26,11,29,7,0.165
6.08,6.41,6.5,6.13,107.99,100.87,95.26,91.42,12,29,7,0.201
6.41,6.5,6.13,5.37,100.87,95.26,91.42,89.08,13,29,7,0.261
6.5,6.13,5.37,4.35,95.26,91.42,89.08,88.68,14,29,7,0.20600000000000002
6.13,5.37,4.35,3.23,91.42,89.08,88.68,92.0,15,29,7,0.251
5.37,4.35,3.23,2.27,89.08,88.68,92.0,102.51,16,29,7,0.256
4.35,3.23,2.27,1.79,88.68,92.0,102.51,122.7,17,29,7,0.391
3.23,2.27,1.79,2.67,92.0,102.51,122.7,116.53,6,29,7,0.24100000000000002
2.27,1.79,2.67,2.4,102.51,122.7,116.53,127.63,5,29,7,0.15
1.79,2.67,2.4,2.22,122.7,116.53,127.63,143.38,4,29,7,0.135
2.67,2.4,2.22,2.16,116.53,127.63,143.38,160.33,3,29,7,0.145
2.4,2.22,2.16,2.06,127.63,143.38,160.33,174.19,2,29,7,0.20600000000000002
2.22,2.16,2.06,1.63,143.38,160.33,174.19,184.47,1,29,7,0.135
2.16,2.06,1.63,0.7,160.33,174.19,184.47,197.32,0,29,7,0.02
2.06,1.63,0.7,0.61,174.19,184.47,197.32,350.01,1,29,7,0.0
1.63,0.7,0.61,1.87,184.47,197.32,350.01,2.22,2,29,7,0.0
0.7,0.61,1.87,2.86,197.32,350.01,2.22,4.99,3,29,7,0.0
0.61,1.87,2.86,3.51,350.01,2.22,4.99,7.51,4,29,7,0.0
1.87,2.86,3.51,3.8,2.22,4.99,7.51,11.63,5,29,7,0.03
2.86,3.51,3.8,3.64,4.99,7.51,11.63,46.57,6,29,7,0.02
3.51,3.8,3.64,4.11,7.51,11.63,46.57,57.59,7,29,7,0.035
3.8,3.64,4.11,4.27,11.63,46.57,57.59,62.24,8,29,7,0.065
3.64,4.11,4.27,4.11,46.57,57.59,62.24,63.79,9,29,7,0.045
4.11,4.27,4.11,3.67,57.59,62.24,63.79,63.55,10,29,7,0.06
4.27,4.11,3.67,3.05,62.24,63.79,63.55,62.2,11,29,7,0.08
4.11,3.67,3.05,2.3,63.79,63.55,62.2,60.94,12,29,7,0.15
3.67,3.05,2.3,1.48,63.55,62.2,60.94,65.91,13,29,7,0.13
3.05,2.3,1.48,0.88,62.2,60.94,65.91,106.84,14,29,7,0.04
2.3,1.48,0.88,1.59,60.94,65.91,106.84,159.18,15,29,7,0.025
1.48,0.88,1.59,2.77,65.91,106.84,159.18,169.49,16,29,7,0.015
0.88,1.59,2.77,3.52,106.84,159.18,169.49,170.2,17,29,7,0.01
1.59,2.77,3.52,2.84,159.18,169.49,170.2,153.37,6,29,7,0.005
2.77,3.52,2.84,3.05,169.49,170.2,153.37,150.5,5,29,7,0.03
3.52,2.84,3.05,3.07,170.2,153.37,150.5,145.21,4,29,7,0.095
2.84,3.05,3.07,2.98,153.37,150.5,145.21,137.72,3,29,7,0.08
3.05,3.07,2.98,2.85,150.5,145.21,137.72,129.08,2,29,7,0.175
3.07,2.98,2.85,2.68,145.21,137.72,129.08,120.78,1,29,7,0.18
2.98,2.85,2.68,2.49,137.72,129.08,120.78,113.99,0,29,7,0.1
2.85,2.68,2.49,2.45,129.08,120.78,113.99,108.24,1,29,7,0.07
2.68,2.49,2.45,2.79,120.78,113.99,108.24,104.12,2,29,7,0.075
2.49,2.45,2.79,3.67,113.99,108.24,104.12,102.35,3,29,7,0.1
2.45,2.79,3.67,4.77,108.24,104.12,102.35,102.16,4,29,7,0.055
2.79,3.67,4.77,5.68,104.12,102.35,102.16,102.66,5,29,7,0.1
3.67,4.77,5.68,6.02,102.35,102.16,102.66,106.54,6,29,7,0.075
4.77,5.68,6.02,6.31,102.16,102.66,106.54,108.06,7,29,7,0.09
5.68,6.02,6.31,6.4,102.66,106.54,108.06,108.84,8,29,7,0.11
6.02,6.31,6.4,6.34,106.54,108.06,108.84,108.98,9,29,7,0.175
6.31,6.4,6.34,6.25,108.06,108.84,108.98,108.35,10,29,7,0.185
6.4,6.34,6.25,6.25,108.84,108.98,108.35,106.76,11,29,7,0.256
6.34,6.25,6.25,6.42,108.98,108.35,106.76,104.36,12,29,7,0.23600000000000002
6.25,6.25,6.42,6.57,108.35,106.76,104.36,101.94,13,29,7,0.29600000000000004
6.25,6.42,6.57,6.47,106.76,104.36,101.94,100.12,14,29,7,0.331
6.42,6.57,6.47,5.92,104.36,101.94,100.12,99.13,15,29,7,0.451
6.57,6.47,5.92,5.09,101.94,100.12,99.13,98.56,16,29,7,0.381
6.47,5.92,5.09,4.25,100.12,99.13,98.56,97.8,17,29,7,0.386
5.92,5.09,4.25,3.93,99.13,98.56,97.8,99.6,6,29,7,0.331
5.09,4.25,3.93,3.36,98.56,97.8,99.6,99.26,5,29,7,0.261
4.25,3.93,3.36,3.21,97.8,99.6,99.26,97.48,4,29,7,0.17
3.93,3.36,3.21,3.37,99.6,99.26,97.48,95.21,3,29,7,0.195
3.36,3.21,3.37,3.66,99.26,97.48,95.21,93.46,2,29,7,0.20600000000000002
3.21,3.37,3.66,3.87,97.48,95.21,93.46,92.63,1,29,7,0.20600000000000002
3.37,3.66,3.87,3.88,95.21,93.46,92.63,92.87,0,29,7,0.24600000000000002
3.66,3.87,3.88,3.87,93.46,92.63,92.87,94.39,1,29,7,0.29100000000000004
3.87,3.88,3.87,4.12,92.63,92.87,94.39,97.15,2,29,7,0.311
3.88,3.87,4.12,4.78,92.87,94.39,97.15,100.22,3,29,7,0.256
3.87,4.12,4.78,5.55,94.39,97.15,100.22,102.71,4,29,7,0.276
4.12,4.78,5.55,6.01,97.15,100.22,102.71,104.72,5,29,7,0.316
4.78,5.55,6.01,5.59,100.22,102.71,104.72,110.66,6,29,7,0.316
5.55,6.01,5.59,5.24,102.71,104.72,110.66,111.37,7,29,7,0.226
6.01,5.59,5.24,4.89,104.72,110.66,111.37,110.65,8,29,7,0.21100000000000002
5.59,5.24,4.89,4.57,110.66,111.37,110.65,108.93,9,29,7,0.271
5.24,4.89,4.57,4.34,111.37,110.65,108.93,107.23,10,29,7,0.226
4.89,4.57,4.34,4.26,110.65,108.93,107.23,107.01,11,29,7,0.125
4.57,4.34,4.26,4.34,108.93,107.23,107.01,109.16,12,29,7,0.095
4.34,4.26,4.34,4.41,107.23,107.01,109.16,112.4,13,29,7,0.05
4.26,4.34,4.41,4.22,107.01,109.16,112.4,115.5,14,29,7,0.105
4.34,4.41,4.22,3.61,109.16,112.4,115.5,118.2,15,29,7,0.095
4.41,4.22,3.61,2.87,112.4,115.5,118.2,121.79,16,29,7,0.055
4.22,3.61,2.87,2.39,115.5,118.2,121.79,127.62,17,29,7,0.01
3.61,2.87,2.39,2.53,118.2,121.79,127.62,145.25,6,30,7,0.005
2.87,2.39,2.53,2.85,121.79,127.62,145.25,144.55,5,30,7,0.03
2.39,2.53,2.85,2.57,127.62,145.25,144.55,140.51,4,30,7,0.055
2.53,2.85,2.57,1.95,145.25,144.55,140.51,131.17,3,30,7,0.05
2.85,2.57,1.95,1.36,144.55,140.51,131.17,112.15,2,30,7,0.005
2.57,1.95,1.36,1.12,140.51,131.17,112.15,89.08,1,30,7,0.0
1.95,1.36,1.12,1.13,131.17,112.15,89.08,85.04,0,30,7,0.0
1.36,1.12,1.13,1.16,112.15,89.08,85.04,92.19,1,30,7,0.0
1.12,1.13,1.16,1.05,89.08,85.04,92.19,93.88,2,30,7,0.015
1.13,1.16,1.05,0.73,85.04,92.19,93.88,70.23,3,30,7,0.005
1.16,1.05,0.73,0.76,92.19,93.88,70.23,18.9,4,30,7,0.0
1.05,0.73,0.76,1.03,93.88,70.23,18.9,356.05,5,30,7,0.0
0.73,0.76,1.03,0.75,70.23,18.9,356.05,45.87,6,30,7,0.0
0.76,1.03,0.75,0.72,18.9,356.05,45.87,68.11,7,30,7,0.0
1.03,0.75,0.72,0.73,356.05,45.87,68.11,65.94,8,30,7,0.0
0.75,0.72,0.73,0.79,45.87,68.11,65.94,47.27,9,30,7,0.0
0.72,0.73,0.79,1.01,68.11,65.94,47.27,26.42,10,30,7,0.0
0.73,0.79,1.01,1.37,65.94,47.27,26.42,13.84,11,30,7,0.0
0.79,1.01,1.37,1.76,47.27,26.42,13.84,8.21,12,30,7,0.0
1.01,1.37,1.76,2.04,26.42,13.84,8.21,5.32,13,30,7,0.015
1.37,1.76,2.04,2.11,13.84,8.21,5.32,2.64,14,30,7,0.01
1.76,2.04,2.11,1.9,8.21,5.32,2.64,358.21,15,30,7,0.015
2.04,2.11,1.9,1.52,5.32,2.64,358.21,349.57,16,30,7,0.0
2.11,1.9,1.52,1.11,2.64,358.21,349.57,331.44,17,30,7,0.0
1.9,1.52,1.11,2.26,358.21,349.57,331.44,345.86,6,30,7,0.04
1.52,1.11,2.26,2.54,349.57,331.44,345.86,346.42,5,30,7,0.035
1.11,2.26,2.54,2.72,331.44,345.86,346.42,348.43,4,30,7,0.02
2.26,2.54,2.72,2.81,345.86,346.42,348.43,350.6,3,30,7,0.03
2.54,2.72,2.81,2.78,346.42,348.43,350.6,351.28,2,30,7,0.03
2.72,2.81,2.78,2.59,348.43,350.6,351.28,348.26,1,30,7,0.01
2.81,2.78,2.59,2.29,350.6,351.28,348.26,338.68,0,30,7,0.03
2.78,2.59,2.29,2.14,351.28,348.26,338.68,323.83,1,30,7,0.055
2.59,2.29,2.14,2.27,348.26,338.68,323.83,311.98,2,30,7,0.03
2.29,2.14,2.27,2.62,338.68,323.83,311.98,309.37,3,30,7,0.05
2.14,2.27,2.62,3.01,323.83,311.98,309.37,310.66,4,30,7,0.08
2.27,2.62,3.01,3.28,311.98,309.37,310.66,310.58,5,30,7,0.18
2.62,3.01,3.28,3.23,309.37,310.66,310.58,282.94,6,30,7,0.115
3.01,3.28,3.23,3.5,310.66,310.58,282.94,288.15,7,30,7,0.06
3.28,3.23,3.5,3.83,310.58,282.94,288.15,293.29,8,30,7,0.045
3.23,3.5,3.83,4.17,282.94,288.15,293.29,297.76,9,30,7,0.12
3.5,3.83,4.17,4.45,288.15,293.29,297.76,301.21,10,30,7,0.085
3.83,4.17,4.45,4.6,293.29,297.76,301.21,303.47,11,30,7,0.06
4.17,4.45,4.6,4.55,297.76,301.21,303.47,304.53,12,30,7,0.025
4.45,4.6,4.55,4.3,301.21,303.47,304.53,304.97,13,30,7,0.01
4.6,4.55,4.3,3.86,303.47,304.53,304.97,305.48,14,30,7,0.065
4.55,4.3,3.86,3.26,304.53,304.97,305.48,306.91,15,30,7,0.14
4.3,3.86,3.26,2.67,304.97,305.48,306.91,310.13,16,30,7,0.1
3.86,3.26,2.67,2.32,305.48,306.91,310.13,315.64,17,30,7,0.05
3.26,2.67,2.32,2.14,306.91,310.13,315.64,320.66,6,30,7,0.02
2.67,2.32,2.14,2.31,310.13,315.64,320.66,324.38,5,30,7,0.045
2.32,2.14,2.31,2.4,315.64,320.66,324.38,319.44,4,30,7,0.075
2.14,2.31,2.4,2.47,320.66,324.38,319.44,309.64,3,30,7,0.155
2.31,2.4,2.47,2.59,324.38,319.44,309.64,299.5,2,30,7,0.135
2.4,2.47,2.59,2.71,319.44,309.64,299.5,293.07,1,30,7,0.13
2.47,2.59,2.71,2.72,309.64,299.5,293.07,292.19,0,30,7,0.115
2.59,2.71,2.72,2.67,299.5,293.07,292.19,294.84,1,30,7,0.115
2.71,2.72,2.67,2.65,293.07,292.19,294.84,298.21,2,30,7,0.085
2.72,2.67,2.65,2.71,292.19,294.84,298.21,299.83,3,30,7,0.11
2.67,2.65,2.71,2.9,294.84,298.21,299.83,299.97,4,30,7,0.02
2.65,2.71,2.9,3.25,298.21,299.83,299.97,299.72,5,30,7,0.04
2.71,2.9,3.25,3.42,299.83,299.97,299.72,308.59,6,30,7,0.13
2.9,3.25,3.42,3.53,299.97,299.72,308.59,305.94,7,30,7,0.201
3.25,3.42,3.53,3.76,299.72,308.59,305.94,303.39,8,30,7,0.085
3.42,3.53,3.76,4.03,308.59,305.94,303.39,301.74,9,30,7,0.05
3.53,3.76,4.03,4.26,305.94,303.39,301.74,302.52,10,30,7,0.1
3.76,4.03,4.26,4.38,303.39,301.74,302.52,307.29,11,30,7,0.13
4.03,4.26,4.38,4.41,301.74,302.52,307.29,316.72,12,30,7,0.13
4.26,4.38,4.41,4.39,302.52,307.29,316.72,326.95,13,30,7,0.16
4.38,4.41,4.39,4.1,307.29,316.72,326.95,333.65,14,30,7,0.17
4.41,4.39,4.1,3.32,316.72,326.95,333.65,333.34,15,30,7,0.145
4.39,4.1,3.32,2.4,326.95,333.65,333.34,324.24,16,30,7,0.155
4.1,3.32,2.4,1.87,333.65,333.34,324.24,306.82,17,30,7,0.095
3.32,2.4,1.87,2.73,333.34,324.24,306.82,317.58,6,30,7,0.09
2.4,1.87,2.73,2.54,324.24,306.82,317.58,321.19,5,30,7,0.08
1.87,2.73,2.54,2.43,306.82,317.58,321.19,320.48,4,30,7,0.095
2.73,2.54,2.43,2.4,317.58,321.19,320.48,316.47,3,30,7,0.145
2.54,2.43,2.4,2.41,321.19,320.48,316.47,311.64,2,30,7,0.261
2.43,2.4,2.41,2.43,320.48,316.47,311.64,308.58,1,30,7,0.19
2.4,2.41,2.43,2.42,316.47,311.64,308.58,308.68,0,30,7,0.201
2.41,2.43,2.42,2.44,311.64,308.58,308.68,309.69,1,30,7,0.14
2.43,2.42,2.44,2.63,308.58,308.68,309.69,308.55,2,30,7,0.11
2.42,2.44,2.63,3.06,308.68,309.69,308.55,304.01,3,30,7,0.04
2.44,2.63,3.06,3.68,309.69,308.55,304.01,298.24,4,30,7,0.055
2.63,3.06,3.68,4.39,308.55,304.01,298.24,292.7,5,30,7,0.095
3.06,3.68,4.39,3.62,304.01,298.24,292.7,282.52,6,30,7,0.201
3.68,4.39,3.62,3.85,298.24,292.7,282.52,270.41,7,30,7,0.17
4.39,3.62,3.85,4.07,292.7,282.52,270.41,262.12,8,30,7,0.21100000000000002
3.62,3.85,4.07,4.2,282.52,270.41,262.12,256.29,9,30,7,0.17
3.85,4.07,4.2,4.18,270.41,262.12,256.29,251.69,10,30,7,0.09
4.07,4.2,4.18,4.01,262.12,256.29,251.69,247.23,11,30,7,0.05
4.2,4.18,4.01,3.68,256.29,251.69,247.23,241.97,12,30,7,0.005
4.18,4.01,3.68,3.2,251.69,247.23,241.97,235.47,13,30,7,0.0
4.01,3.68,3.2,2.58,247.23,241.97,235.47,226.91,14,30,7,0.0
3.68,3.2,2.58,1.85,241.97,235.47,226.91,213.58,15,30,7,0.005
3.2,2.58,1.85,1.26,235.47,226.91,213.58,189.49,16,30,7,0.045
2.58,1.85,1.26,1.03,226.91,213.58,189.49,156.76,17,30,7,0.075
1.85,1.26,1.03,2.08,213.58,189.49,156.76,125.02,6,30,7,0.04
1.26,1.03,2.08,1.88,189.49,156.76,125.02,121.59,5,30,7,0.01
1.03,2.08,1.88,1.91,156.76,125.02,121.59,120.63,4,30,7,0.005
2.08,1.88,1.91,2.09,125.02,121.59,120.63,121.17,3,30,7,0.0
1.88,1.91,2.09,2.25,121.59,120.63,121.17,121.12,2,30,7,0.0
1.91,2.09,2.25,2.23,120.63,121.17,121.12,118.54,1,30,7,0.005
2.09,2.25,2.23,1.95,121.17,121.12,118.54,111.01,0,30,7,0.02
2.25,2.23,1.95,1.68,121.12,118.54,111.01,98.82,1,30,7,0.025
2.23,1.95,1.68,1.66,118.54,111.01,98.82,89.8,2,30,7,0.015
1.95,1.68,1.66,1.94,111.01,98.82,89.8,92.58,3,30,7,0.0
1.68,1.66,1.94,2.41,98.82,89.8,92.58,99.59,4,30,7,0.0
1.66,1.94,2.41,2.85,89.8,92.58,99.59,104.6,5,30,7,0.0
1.94,2.41,2.85,3.78,92.58,99.59,104.6,109.76,6,30,7,0.015
2.41,2.85,3.78,3.85,99.59,104.6,109.76,114.22,7,30,7,0.03
2.85,3.78,3.85,3.58,104.6,109.76,114.22,117.21,8,30,7,0.045
3.78,3.85,3.58,3.11,109.76,114.22,117.21,119.06,9,30,7,0.045
3.85,3.58,3.11,2.65,114.22,117.21,119.06,118.14,10,30,7,0.06
3.58,3.11,2.65,2.48,117.21,119.06,118.14,111.63,11,30,7,0.09
3.11,2.65,2.48,2.79,119.06,118.14,111.63,101.35,12,30,7,0.07
2.65,2.48,2.79,3.3,118.14,111.63,101.35,93.88,13,30,7,0.125
2.48,2.79,3.3,3.51,111.63,101.35,93.88,89.96,14,30,7,0.125
2.79,3.3,3.51,3.06,101.35,93.88,89.96,88.09,15,30,7,0.135
3.3,3.51,3.06,2.25,93.88,89.96,88.09,84.99,16,30,7,0.18
3.51,3.06,2.25,1.58,89.96,88.09,84.99,73.73,17,30,7,0.105
3.06,2.25,1.58,1.86,88.09,84.99,73.73,49.88,6,30,7,0.12
2.25,1.58,1.86,2.07,84.99,73.73,49.88,41.61,5,30,7,0.05
1.58,1.86,2.07,2.22,73.73,49.88,41.61,40.41,4,30,7,0.03
1.86,2.07,2.22,2.29,49.88,41.61,40.41,42.12,3,30,7,0.0
2.07,2.22,2.29,2.27,41.61,40.41,42.12,42.64,2,30,7,0.0
2.22,2.29,2.27,2.11,40.41,42.12,42.64,37.28,1,30,7,0.025
2.29,2.27,2.11,1.96,42.12,42.64,37.28,21.03,0,30,7,0.035
2.27,2.11,1.96,2.15,42.64,37.28,21.03,1.38,1,30,7,0.0
2.11,1.96,2.15,2.7,37.28,21.03,1.38,352.82,2,30,7,0.075
1.96,2.15,2.7,3.44,21.03,1.38,352.82,356.0,3,30,7,0.266
2.15,2.7,3.44,4.23,1.38,352.82,356.0,1.94,4,30,7,0.261
2.7,3.44,4.23,4.91,352.82,356.0,1.94,5.86,5,30,7,0.371
3.44,4.23,4.91,5.85,356.0,1.94,5.86,5.77,6,30,7,0.316
4.23,4.91,5.85,6.31,1.94,5.86,5.77,6.84,7,30,7,0.221
4.91,5.85,6.31,6.43,5.86,5.77,6.84,5.8,8,30,7,0.231
5.85,6.31,6.43,6.32,5.77,6.84,5.8,3.36,9,30,7,0.266
6.31,6.43,6.32,6.17,6.84,5.8,3.36,359.92,10,30,7,0.20600000000000002
6.43,6.32,6.17,6.14,5.8,3.36,359.92,356.15,11,30,7,0.185
6.32,6.17,6.14,6.32,3.36,359.92,356.15,353.16,12,30,7,0.175
6.17,6.14,6.32,6.47,359.92,356.15,353.16,352.07,13,30,7,0.28600000000000003
6.14,6.32,6.47,6.27,356.15,353.16,352.07,353.81,14,30,7,0.09
6.32,6.47,6.27,5.55,353.16,352.07,353.81,359.74,15,30,7,0.0
6.47,6.27,5.55,4.59,352.07,353.81,359.74,10.55,16,30,7,0.0
6.27,5.55,4.59,3.73,353.81,359.74,10.55,25.93,17,30,7,0.0
5.55,4.59,3.73,3.36,359.74,10.55,25.93,46.52,6,30,7,0.015
4.59,3.73,3.36,3.9,10.55,25.93,46.52,54.74,5,30,7,0.045
3.73,3.36,3.9,4.29,25.93,46.52,54.74,60.51,4,30,7,0.055
3.36,3.9,4.29,4.53,46.52,54.74,60.51,64.69,3,30,7,0.13
3.9,4.29,4.53,4.59,54.74,60.51,64.69,67.55,2,30,7,0.18
4.29,4.53,4.59,4.44,60.51,64.69,67.55,69.08,1,30,7,0.19
4.53,4.59,4.44,4.08,64.69,67.55,69.08,68.86,0,30,7,0.18
4.59,4.44,4.08,3.67,67.55,69.08,68.86,65.68,1,30,7,0.311
4.44,4.08,3.67,3.42,69.08,68.86,65.68,57.96,2,30,7,0.261
4.08,3.67,3.42,3.54,68.86,65.68,57.96,46.91,3,30,7,0.15
3.67,3.42,3.54,3.99,65.68,57.96,46.91,38.6,4,30,7,0.13
3.42,3.54,3.99,4.54,57.96,46.91,38.6,36.31,5,30,7,0.08
3.54,3.99,4.54,4.94,46.91,38.6,36.31,36.02,6,30,7,0.065
3.99,4.54,4.94,5.44,38.6,36.31,36.02,38.39,7,30,7,0.08
4.54,4.94,5.44,5.82,36.31,36.02,38.39,42.59,8,30,7,0.07
4.94,5.44,5.82,6.11,36.02,38.39,42.59,47.69,9,30,7,0.145
5.44,5.82,6.11,6.31,38.39,42.59,47.69,53.01,10,30,7,0.165
5.82,6.11,6.31,6.4,42.59,47.69,53.01,58.02,11,30,7,0.195
6.11,6.31,6.4,6.35,47.69,53.01,58.02,62.32,12,30,7,0.185
6.31,6.4,6.35,6.1,53.01,58.02,62.32,65.69,13,30,7,0.17
6.4,6.35,6.1,5.58,58.02,62.32,65.69,67.83,14,30,7,0.17
6.35,6.1,5.58,4.8,62.32,65.69,67.83,68.31,15,30,7,0.135
6.1,5.58,4.8,3.91,65.69,67.83,68.31,67.05,16,30,7,0.055
5.58,4.8,3.91,3.15,67.83,68.31,67.05,64.08,17,30,7,0.04
4.8,3.91,3.15,4.13,68.31,67.05,64.08,55.2,6,31,7,0.025
3.91,3.15,4.13,3.84,67.05,64.08,55.2,57.94,5,31,7,0.005
3.15,4.13,3.84,3.56,64.08,55.2,57.94,61.25,4,31,7,0.015
4.13,3.84,3.56,3.33,55.2,57.94,61.25,65.21,3,31,7,0.025
3.84,3.56,3.33,3.2,57.94,61.25,65.21,69.75,2,31,7,0.055
3.56,3.33,3.2,3.25,61.25,65.21,69.75,74.4,1,31,7,0.06
3.33,3.2,3.25,3.51,65.21,69.75,74.4,78.32,0,31,7,0.07
3.2,3.25,3.51,3.9,69.75,74.4,78.32,80.8,1,31,7,0.06
3.25,3.51,3.9,4.34,74.4,78.32,80.8,81.79,2,31,7,0.09
3.51,3.9,4.34,4.77,78.32,80.8,81.79,81.63,3,31,7,0.135
3.9,4.34,4.77,5.19,80.8,81.79,81.63,81.1,4,31,7,0.095
4.34,4.77,5.19,5.66,81.79,81.63,81.1,80.9,5,31,7,0.105
4.77,5.19,5.66,5.57,81.63,81.1,80.9,78.12,6,31,7,0.1
5.19,5.66,5.57,6.15,81.1,80.9,78.12,80.12,7,31,7,0.16
5.66,5.57,6.15,6.46,80.9,78.12,80.12,83.43,8,31,7,0.281
5.57,6.15,6.46,6.58,78.12,80.12,83.43,87.24,9,31,7,0.316
6.15,6.46,6.58,6.61,80.12,83.43,87.24,90.2,10,31,7,0.271
6.46,6.58,6.61,6.65,83.43,87.24,90.2,90.65,11,31,7,0.321
6.58,6.61,6.65,6.73,87.24,90.2,90.65,87.63,12,31,7,0.251
6.61,6.65,6.73,6.66,90.2,90.65,87.63,83.05,13,31,7,0.23600000000000002
6.65,6.73,6.66,6.17,90.65,87.63,83.05,78.89,14,31,7,0.311
6.73,6.66,6.17,5.03,87.63,83.05,78.89,76.1,15,31,7,0.381
6.66,6.17,5.03,3.63,83.05,78.89,76.1,72.94,16,31,7,0.361
6.17,5.03,3.63,2.51,78.89,76.1,72.94,65.22,17,31,7,0.301
5.03,3.63,2.51,3.07,76.1,72.94,65.22,58.5,6,31,7,0.201
3.63,2.51,3.07,2.92,72.94,65.22,58.5,52.27,5,31,7,0.145
2.51,3.07,2.92,2.85,65.22,58.5,52.27,47.21,4,31,7,0.145
3.07,2.92,2.85,2.84,58.5,52.27,47.21,43.52,3,31,7,0.105
2.92,2.85,2.84,2.84,52.27,47.21,43.52,41.36,2,31,7,0.21100000000000002
2.85,2.84,2.84,2.81,47.21,43.52,41.36,40.74,1,31,7,0.175
2.84,2.84,2.81,2.73,43.52,41.36,40.74,41.4,0,31,7,0.175
2.84,2.81,2.73,2.7,41.36,40.74,41.4,41.84,1,31,7,0.276
2.81,2.73,2.7,2.86,40.74,41.4,41.84,40.2,2,31,7,0.311
