ws-2,ws-1,ws,ws+1,wd-2,wd-1,wd,wd+1,hour_from_06,week,month,production
7.22,6.22,4.93,3.54,266.84,270.04,276.18,290.46,2,6,2,0.85
6.22,4.93,3.54,2.66,270.04,276.18,290.46,325.2,1,6,2,0.563
4.93,3.54,2.66,3.4,276.18,290.46,325.2,6.35,0,6,2,0.375
3.54,2.66,3.4,5.01,290.46,325.2,6.35,24.68,1,6,2,0.613
2.66,3.4,5.01,6.28,325.2,6.35,24.68,31.63,2,6,2,0.919
3.4,5.01,6.28,6.59,6.35,24.68,31.63,34.55,3,6,2,0.949
5.01,6.28,6.59,5.7,24.68,31.63,34.55,38.42,4,6,2,0.919
6.28,6.59,5.7,3.57,31.63,34.55,38.42,54.01,5,6,2,0.731
6.59,5.7,3.57,4.76,34.55,38.42,54.01,146.84,6,6,2,0.326
5.7,3.57,4.76,7.18,38.42,54.01,146.84,157.58,7,6,2,0.138
3.57,4.76,7.18,8.85,54.01,146.84,157.58,162.56,8,6,2,0.267
4.76,7.18,8.85,9.84,146.84,157.58,162.56,165.56,9,6,2,0.623
7.18,8.85,9.84,10.26,157.58,162.56,165.56,167.18,10,6,2,0.761
8.85,9.84,10.26,10.23,162.56,165.56,167.18,167.23,11,6,2,0.642
9.84,10.26,10.23,9.88,165.56,167.18,167.23,165.27,12,6,2,0.514
10.26,10.23,9.88,9.42,167.18,167.23,165.27,161.37,11,6,2,0.87
10.23,9.88,9.42,9.08,167.23,165.27,161.37,155.94,10,6,2,0.929
9.88,9.42,9.08,9.01,165.27,161.37,155.94,150.07,9,6,2,0.919
9.42,9.08,9.01,9.08,161.37,155.94,150.07,145.41,8,6,2,0.939
9.08,9.01,9.08,9.02,155.94,150.07,145.41,143.32,7,6,2,0.86
9.01,9.08,9.02,7.72,150.07,145.41,143.32,139.41,6,6,2,0.899
9.08,9.02,7.72,7.21,145.41,143.32,139.41,141.37,5,6,2,0.899
9.02,7.72,7.21,6.84,143.32,139.41,141.37,141.85,4,6,2,0.791
7.72,7.21,6.84,6.58,139.41,141.37,141.85,141.05,3,6,2,0.652
7.21,6.84,6.58,6.4,141.37,141.85,141.05,139.58,2,6,2,0.484
6.84,6.58,6.4,6.29,141.85,141.05,139.58,138.19,1,6,2,0.474
6.58,6.4,6.29,6.21,141.05,139.58,138.19,137.45,0,6,2,0.534
6.4,6.29,6.21,6.12,139.58,138.19,137.45,136.88,1,6,2,0.543
6.29,6.21,6.12,5.96,138.19,137.45,136.88,135.7,2,6,2,0.445
6.21,6.12,5.96,5.72,137.45,136.88,135.7,133.33,3,6,2,0.484
6.12,5.96,5.72,5.47,136.88,135.7,133.33,130.48,4,6,2,0.553
5.96,5.72,5.47,5.26,135.7,133.33,130.48,128.51,5,6,2,0.603
5.72,5.47,5.26,5.29,133.33,130.48,128.51,124.84,6,6,2,0.534
5.47,5.26,5.29,5.59,130.48,128.51,124.84,124.77,7,6,2,0.514
5.26,5.29,5.59,5.96,128.51,124.84,124.77,124.03,8,6,2,0.375
5.29,5.59,5.96,6.29,124.84,124.77,124.03,123.04,9,6,2,0.296
5.59,5.96,6.29,6.47,124.77,124.03,123.04,121.86,10,6,2,0.227
5.96,6.29,6.47,6.32,124.03,123.04,121.86,120.36,11,6,2,0.227
6.29,6.47,6.32,5.78,123.04,121.86,120.36,118.53,12,6,2,0.208
6.47,6.32,5.78,5.03,121.86,120.36,118.53,117.95,11,6,2,0.089
6.32,5.78,5.03,4.35,120.36,118.53,117.95,122.05,10,6,2,0.079
5.78,5.03,4.35,4.08,118.53,117.95,122.05,133.26,9,6,2,0.109
5.03,4.35,4.08,4.2,117.95,122.05,133.26,143.96,8,6,2,0.059
4.35,4.08,4.2,4.26,122.05,133.26,143.96,146.02,7,6,2,0.049
4.08,4.2,4.26,4.34,133.26,143.96,146.02,107.65,6,6,2,0.049
4.2,4.26,4.34,4.51,143.96,146.02,107.65,96.4,5,6,2,0.099
4.26,4.34,4.51,4.85,146.02,107.65,96.4,92.43,4,6,2,0.158
4.34,4.51,4.85,5.18,107.65,96.4,92.43,93.37,3,6,2,0.198
4.51,4.85,5.18,5.39,96.4,92.43,93.37,97.48,2,6,2,0.267
4.85,5.18,5.39,5.39,92.43,93.37,97.48,103.97,1,6,2,0.82
5.18,5.39,5.39,5.18,93.37,97.48,103.97,112.56,0,6,2,0.899
5.39,5.39,5.18,4.93,97.48,103.97,112.56,121.05,1,6,2,0.83
5.39,5.18,4.93,4.75,103.97,112.56,121.05,125.26,2,6,2,0.721
5.18,4.93,4.75,4.65,112.56,121.05,125.26,121.58,3,6,2,0.504
4.93,4.75,4.65,4.66,121.05,125.26,121.58,112.81,4,6,2,0.464
4.75,4.65,4.66,4.78,125.26,121.58,112.81,103.82,5,6,2,0.356
4.65,4.66,4.78,4.78,121.58,112.81,103.82,84.1,6,6,2,0.148
4.66,4.78,4.78,4.61,112.81,103.82,84.1,85.45,7,6,2,0.178
4.78,4.78,4.61,4.51,103.82,84.1,85.45,92.68,8,6,2,0.178
4.78,4.61,4.51,4.57,84.1,85.45,92.68,102.92,9,6,2,0.099
4.61,4.51,4.57,4.7,85.45,92.68,102.92,112.55,10,6,2,0.059
4.51,4.57,4.7,4.67,92.68,102.92,112.55,119.2,11,6,2,0.03
4.57,4.7,4.67,4.23,102.92,112.55,119.2,121.75,12,6,2,0.03
4.7,4.67,4.23,3.49,112.55,119.2,121.75,118.81,11,6,2,0.03
4.67,4.23,3.49,2.73,119.2,121.75,118.81,105.46,10,6,2,0.01
4.23,3.49,2.73,2.49,121.75,118.81,105.46,79.24,9,6,2,0
3.49,2.73,2.49,2.73,118.81,105.46,79.24,58.72,8,6,2,0.049
2.73,2.49,2.73,2.59,105.46,79.24,58.72,52.73,7,6,2,0.03
2.49,2.73,2.59,2.89,79.24,58.72,52.73,48.4,6,6,2,0
2.73,2.59,2.89,2.68,58.72,52.73,48.4,54.54,5,6,2,0
2.59,2.89,2.68,2.48,52.73,48.4,54.54,59.33,4,6,2,0
2.89,2.68,2.48,2.3,48.4,54.54,59.33,63.11,3,6,2,0.02
2.68,2.48,2.3,2.23,54.54,59.33,63.11,65.41,2,6,2,0.02
2.48,2.3,2.23,2.37,59.33,63.11,65.41,65.48,1,6,2,0.04
2.3,2.23,2.37,2.77,63.11,65.41,65.48,64.13,0,6,2,0
2.23,2.37,2.77,3.22,65.41,65.48,64.13,64.79,1,6,2,0
2.37,2.77,3.22,3.5,65.48,64.13,64.79,69.96,2,6,2,0.02
2.77,3.22,3.5,3.53,64.13,64.79,69.96,81.72,3,6,2,0.03
3.22,3.5,3.53,3.6,64.79,69.96,81.72,97.7,4,6,2,0.059
3.5,3.53,3.6,3.84,69.96,81.72,97.7,112.22,5,6,2,0.079
3.53,3.6,3.84,3.52,81.72,97.7,112.22,116.63,6,6,2,0.099
3.6,3.84,3.52,3.82,97.7,112.22,116.63,117.8,7,6,2,0.04
3.84,3.52,3.82,4.38,112.22,116.63,117.8,116.34,8,6,2,0.069
3.52,3.82,4.38,5.06,116.63,117.8,116.34,114.14,9,6,2,0.049
3.82,4.38,5.06,5.68,117.8,116.34,114.14,112.27,10,6,2,0.099
4.38,5.06,5.68,6.03,116.34,114.14,112.27,111.17,11,6,2,0.089
5.06,5.68,6.03,5.96,114.14,112.27,111.17,111.18,12,6,2,0.089
5.68,6.03,5.96,5.59,112.27,111.17,111.18,113.21,11,6,2,0.208
6.03,5.96,5.59,5.11,111.17,111.18,113.21,118.88,10,6,2,0.208
5.96,5.59,5.11,4.78,111.18,113.21,118.88,129.1,9,6,2,0.119
5.59,5.11,4.78,4.68,113.21,118.88,129.1,139.88,8,6,2,0.079
5.11,4.78,4.68,4.61,118.88,129.1,139.88,145.97,7,6,2,0.03
4.78,4.68,4.61,3.66,129.1,139.88,145.97,111.14,6,6,2,0.02
4.68,4.61,3.66,3.73,139.88,145.97,111.14,101.55,5,6,2,0.01
4.61,3.66,3.73,4.15,145.97,111.14,101.55,101.89,4,6,2,0.059
3.66,3.73,4.15,4.77,111.14,101.55,101.89,107.12,3,6,2,0.198
3.73,4.15,4.77,5.44,101.55,101.89,107.12,112.6,2,6,2,0.227
4.15,4.77,5.44,5.91,101.89,107.12,112.6,116,1,6,2,0.287
4.77,5.44,5.91,5.96,107.12,112.6,116,116.49,0,6,2,0.326
5.44,5.91,5.96,5.72,112.6,116,116.49,114.52,1,6,2,0.336
5.91,5.96,5.72,5.4,116,116.49,114.52,110.42,2,6,2,0.306
5.96,5.72,5.4,5.19,116.49,114.52,110.42,104.77,3,6,2,0.336
5.72,5.4,5.19,5.06,114.52,110.42,104.77,98.5,4,6,2,0.356
5.4,5.19,5.06,4.95,110.42,104.77,98.5,92.41,5,6,2,0.178
5.19,5.06,4.95,4.98,104.77,98.5,92.41,79.08,6,6,2,0.208
5.06,4.95,4.98,5.3,98.5,92.41,79.08,78.13,7,6,2,0.375
4.95,4.98,5.3,5.74,92.41,79.08,78.13,81.63,8,6,2,0.385
4.98,5.3,5.74,6.28,79.08,78.13,81.63,86.21,9,6,2,0.405
5.3,5.74,6.28,6.75,78.13,81.63,86.21,88.25,10,6,2,0.385
5.74,6.28,6.75,6.95,81.63,86.21,88.25,84.83,11,6,2,0.346
6.28,6.75,6.95,6.94,86.21,88.25,84.83,74.03,12,6,2,0.464
6.75,6.95,6.94,7.16,88.25,84.83,74.03,60.28,11,6,2,0.623
6.95,6.94,7.16,7.62,84.83,74.03,60.28,50.34,10,6,2,0.702
6.94,7.16,7.62,7.88,74.03,60.28,50.34,47.59,9,6,2,0.721
7.16,7.62,7.88,7.75,60.28,50.34,47.59,49.76,8,6,2,0.613
7.62,7.88,7.75,7.24,50.34,47.59,49.76,54.58,7,6,2,0.613
7.88,7.75,7.24,6.4,47.59,49.76,54.58,50.53,6,7,2,0.672
7.75,7.24,6.4,5.7,49.76,54.58,50.53,54.49,5,7,2,0.761
7.24,6.4,5.7,5.23,54.58,50.53,54.49,59.25,4,7,2,0.711
6.4,5.7,5.23,4.95,50.53,54.49,59.25,64.29,3,7,2,0.652
5.7,5.23,4.95,4.82,54.49,59.25,64.29,68.84,2,7,2,0.583
5.23,4.95,4.82,4.79,59.25,64.29,68.84,72.2,1,7,2,0.603
4.95,4.82,4.79,4.79,64.29,68.84,72.2,74.17,0,7,2,0.464
4.82,4.79,4.79,4.71,68.84,72.2,74.17,75.94,1,7,2,0.385
4.79,4.79,4.71,4.44,72.2,74.17,75.94,79.29,2,7,2,0.247
4.79,4.71,4.44,3.95,74.17,75.94,79.29,85.97,3,7,2,0.247
4.71,4.44,3.95,3.33,75.94,79.29,85.97,94.78,4,7,2,0.237
4.44,3.95,3.33,2.58,79.29,85.97,94.78,102.2,5,7,2,0.257
3.95,3.33,2.58,1.49,85.97,94.78,102.2,48.95,6,7,2,0.168
3.33,2.58,1.49,1.21,94.78,102.2,48.95,21.19,7,7,2,0.049
2.58,1.49,1.21,1.18,102.2,48.95,21.19,8.3,8,7,2,0.049
1.49,1.21,1.18,1.09,48.95,21.19,8.3,11.4,9,7,2,0.01
1.21,1.18,1.09,0.87,21.19,8.3,11.4,29.22,10,7,2,0
1.18,1.09,0.87,0.66,8.3,11.4,29.22,75.68,11,7,2,0
1.09,0.87,0.66,1.06,11.4,29.22,75.68,134.69,12,7,2,0
0.87,0.66,1.06,1.99,29.22,75.68,134.69,153.82,11,7,2,0
0.66,1.06,1.99,2.99,75.68,134.69,153.82,156.68,10,7,2,0
1.06,1.99,2.99,3.83,134.69,153.82,156.68,152.81,9,7,2,0
1.99,2.99,3.83,4.44,153.82,156.68,152.81,147.57,8,7,2,0.01
2.99,3.83,4.44,4.7,156.68,152.81,147.57,143.36,7,7,2,0.01
3.83,4.44,4.7,4.3,152.81,147.57,143.36,119.68,6,7,2,0.01
4.44,4.7,4.3,4.45,147.57,143.36,119.68,115.87,5,7,2,0.02
4.7,4.3,4.45,4.43,143.36,119.68,115.87,109.31,4,7,2,0.02
4.3,4.45,4.43,4.33,119.68,115.87,109.31,100.99,3,7,2,0.069
4.45,4.43,4.33,4.17,115.87,109.31,100.99,92.66,2,7,2,0.03
4.43,4.33,4.17,3.87,109.31,100.99,92.66,86.22,1,7,2,0.03
4.33,4.17,3.87,3.36,100.99,92.66,86.22,83.31,0,7,2,0.02
4.17,3.87,3.36,2.81,92.66,86.22,83.31,84.31,1,7,2,0.059
3.87,3.36,2.81,2.53,86.22,83.31,84.31,89.34,2,7,2,0.138
3.36,2.81,2.53,2.73,83.31,84.31,89.34,95.61,3,7,2,0.128
2.81,2.53,2.73,3.23,84.31,89.34,95.61,100.86,4,7,2,0.158
2.53,2.73,3.23,3.72,89.34,95.61,100.86,105.78,5,7,2,0.128
2.73,3.23,3.72,4.38,95.61,100.86,105.78,112.03,6,7,2,0.079
3.23,3.72,4.38,4.79,100.86,105.78,112.03,115.96,7,7,2,0.079
3.72,4.38,4.79,4.72,105.78,112.03,115.96,118.82,8,7,2,0.128
4.38,4.79,4.72,4.33,112.03,115.96,118.82,121.4,9,7,2,0.119
4.79,4.72,4.33,3.85,115.96,118.82,121.4,123.15,10,7,2,0.138
4.72,4.33,3.85,3.51,118.82,121.4,123.15,122.42,11,7,2,0.059
4.33,3.85,3.51,3.48,121.4,123.15,122.42,118.46,12,7,2,0.069
3.85,3.51,3.48,3.59,123.15,122.42,118.46,115.63,11,7,2,0.099
3.51,3.48,3.59,3.55,122.42,118.46,115.63,118.55,10,7,2,0.128
3.48,3.59,3.55,3.27,118.46,115.63,118.55,131.15,9,7,2,0.099
3.59,3.55,3.27,3.14,115.63,118.55,131.15,149.73,8,7,2,0.109
3.55,3.27,3.14,3.27,118.55,131.15,149.73,162.95,7,7,2,0.099
3.27,3.14,3.27,2.74,131.15,149.73,162.95,129.47,6,7,2,0.079
3.14,3.27,2.74,2.82,149.73,162.95,129.47,125.09,5,7,2,0.119
3.27,2.74,2.82,3.03,162.95,129.47,125.09,124.11,4,7,2,0.148
2.74,2.82,3.03,3.32,129.47,125.09,124.11,124.92,3,7,2,0.208
2.82,3.03,3.32,3.61,125.09,124.11,124.92,125.77,2,7,2,0.227
3.03,3.32,3.61,3.87,124.11,124.92,125.77,125.38,1,7,2,0.237
3.32,3.61,3.87,4.03,124.92,125.77,125.38,123.04,0,7,2,0.247
3.61,3.87,4.03,4.11,125.77,125.38,123.04,119.28,1,7,2,0.257
3.87,4.03,4.11,4.11,125.38,123.04,119.28,114.72,2,7,2,0.237
4.03,4.11,4.11,4.07,123.04,119.28,114.72,110.22,3,7,2,0.188
4.11,4.11,4.07,4.14,119.28,114.72,110.22,108.17,4,7,2,0.198
4.11,4.07,4.14,4.49,114.72,110.22,108.17,111.2,5,7,2,0.148
4.07,4.14,4.49,4.71,110.22,108.17,111.2,115.35,6,7,2,0.178
4.14,4.49,4.71,5.5,108.17,111.2,115.35,114.73,7,7,2,0.188
4.49,4.71,5.5,6.02,111.2,115.35,114.73,115.3,8,7,2,0.217
4.71,5.5,6.02,6.34,115.35,114.73,115.3,116.56,9,7,2,0.247
5.5,6.02,6.34,6.53,114.73,115.3,116.56,118.25,10,7,2,0.237
6.02,6.34,6.53,6.66,115.3,116.56,118.25,120.17,11,7,2,0.287
6.34,6.53,6.66,6.78,116.56,118.25,120.17,122.05,12,7,2,0.267
6.53,6.66,6.78,6.85,118.25,120.17,122.05,123.61,11,7,2,0.257
6.66,6.78,6.85,6.76,120.17,122.05,123.61,124.59,10,7,2,0.257
6.78,6.85,6.76,6.48,122.05,123.61,124.59,124.84,9,7,2,0.336
6.85,6.76,6.48,6.11,123.61,124.59,124.84,124.57,8,7,2,0.336
6.76,6.48,6.11,5.8,124.59,124.84,124.57,124.12,7,7,2,0.306
6.48,6.11,5.8,6.24,124.84,124.57,124.12,118.95,6,7,2,0.484
6.11,5.8,6.24,6.37,124.57,124.12,118.95,121.48,5,7,2,0.711
5.8,6.24,6.37,6.46,124.12,118.95,121.48,121.9,4,7,2,0.672
6.24,6.37,6.46,6.52,118.95,121.48,121.9,121.1,3,7,2,0.583
6.37,6.46,6.52,6.55,121.48,121.9,121.1,120.31,2,7,2,0.425
6.46,6.52,6.55,6.57,121.9,121.1,120.31,120.86,1,7,2,0.573
6.52,6.55,6.57,6.58,121.1,120.31,120.86,123.5,0,7,2,0.692
6.55,6.57,6.58,6.51,120.31,120.86,123.5,126.75,1,7,2,0.642
6.57,6.58,6.51,6.24,120.86,123.5,126.75,128.74,2,7,2,0.662
6.58,6.51,6.24,5.68,123.5,126.75,128.74,127.93,3,7,2,0.662
6.51,6.24,5.68,5.09,126.75,128.74,127.93,124.86,4,7,2,0.484
6.24,5.68,5.09,4.82,128.74,127.93,124.86,121.57,5,7,2,0.573
5.68,5.09,4.82,5.32,127.93,124.86,121.57,116.89,6,7,2,0.711
5.09,4.82,5.32,5.67,124.86,121.57,116.89,116.42,7,7,2,0.761
4.82,5.32,5.67,5.9,121.57,116.89,116.42,116.57,8,7,2,0.652
5.32,5.67,5.9,6.04,116.89,116.42,116.57,117.06,9,7,2,0.494
5.67,5.9,6.04,6.08,116.42,116.57,117.06,117.62,10,7,2,0.415
5.9,6.04,6.08,6.02,116.57,117.06,117.62,117.98,11,7,2,0.455
6.04,6.08,6.02,5.87,117.06,117.62,117.98,117.94,12,7,2,0.553
6.08,6.02,5.87,5.67,117.62,117.98,117.94,117.5,11,7,2,0.504
6.02,5.87,5.67,5.45,117.98,117.94,117.5,116.71,10,7,2,0.336
5.87,5.67,5.45,5.25,117.94,117.5,116.71,115.7,9,7,2,0.247
5.67,5.45,5.25,5.07,117.5,116.71,115.7,114.86,8,7,2,0.198
5.45,5.25,5.07,4.9,116.71,115.7,114.86,114.7,7,7,2,0.217
5.25,5.07,4.9,5.4,115.7,114.86,114.7,102.35,6,7,2,0.227
5.07,4.9,5.4,5.66,114.86,114.7,102.35,102.31,5,7,2,0.445
4.9,5.4,5.66,5.62,114.7,102.35,102.31,103.97,4,7,2,0.445
5.4,5.66,5.62,5.4,102.35,102.31,103.97,106.72,3,7,2,0.553
5.66,5.62,5.4,5.13,102.31,103.97,106.72,109.49,2,7,2,0.632
5.62,5.4,5.13,4.93,103.97,106.72,109.49,110.65,1,7,2,0.781
5.4,5.13,4.93,4.88,106.72,109.49,110.65,108.9,0,7,2,0.82
5.13,4.93,4.88,4.92,109.49,110.65,108.9,105.82,1,7,2,0.682
4.93,4.88,4.92,4.94,110.65,108.9,105.82,103.65,2,7,2,0.583
4.88,4.92,4.94,4.86,108.9,105.82,103.65,103.87,3,7,2,0.781
4.92,4.94,4.86,4.75,105.82,103.65,103.87,105.8,4,7,2,0.899
4.94,4.86,4.75,4.72,103.65,103.87,105.8,108.09,5,7,2,0.899
4.86,4.75,4.72,4.92,103.87,105.8,108.09,106.72,6,7,2,0.919
4.75,4.72,4.92,5.61,105.8,108.09,106.72,107.9,7,7,2,0.81
4.72,4.92,5.61,5.87,108.09,106.72,107.9,109.92,8,7,2,0.682
4.92,5.61,5.87,5.79,106.72,107.9,109.92,112.44,9,7,2,0.405
5.61,5.87,5.79,5.52,107.9,109.92,112.44,114.77,10,7,2,0.267
5.87,5.79,5.52,5.15,109.92,112.44,114.77,115.83,11,7,2,0.217
5.79,5.52,5.15,4.78,112.44,114.77,115.83,114.49,12,7,2,0.227
5.52,5.15,4.78,4.47,114.77,115.83,114.49,111.57,11,7,2,0.178
5.15,4.78,4.47,4.24,115.83,114.49,111.57,108.93,10,7,2,0.089
4.78,4.47,4.24,4.09,114.49,111.57,108.93,108.29,9,7,2,0.049
4.47,4.24,4.09,3.99,111.57,108.93,108.29,108.95,8,7,2,0.02
4.24,4.09,3.99,3.9,108.93,108.29,108.95,109.35,7,7,2,0.03
4.09,3.99,3.9,3.21,108.29,108.95,109.35,95.74,6,7,2,0.188
3.99,3.9,3.21,3.24,108.95,109.35,95.74,97.13,5,7,2,0.237
3.9,3.21,3.24,3.44,109.35,95.74,97.13,98.79,4,7,2,0.119
3.21,3.24,3.44,3.72,95.74,97.13,98.79,100.52,3,7,2,0.119
3.24,3.44,3.72,3.95,97.13,98.79,100.52,102.42,2,7,2,0.178
3.44,3.72,3.95,4,98.79,100.52,102.42,104.84,1,7,2,0.208
3.72,3.95,4,3.78,100.52,102.42,104.84,108.36,0,7,2,0.336
3.95,4,3.78,3.44,102.42,104.84,108.36,112.97,1,7,2,0.534
4,3.78,3.44,3.16,104.84,108.36,112.97,117.81,2,7,2,0.425
3.78,3.44,3.16,3.04,108.36,112.97,117.81,121.23,3,7,2,0.306
3.44,3.16,3.04,3.01,112.97,117.81,121.23,123.3,4,7,2,0.296
3.16,3.04,3.01,2.93,117.81,121.23,123.3,125.24,5,7,2,0.237
3.04,3.01,2.93,2.99,121.23,123.3,125.24,111.67,6,7,2,0.198
3.01,2.93,2.99,3.22,123.3,125.24,111.67,107.62,7,7,2,0.178
2.93,2.99,3.22,3.37,125.24,111.67,107.62,103.88,8,7,2,0.128
2.99,3.22,3.37,3.45,111.67,107.62,103.88,100.43,9,7,2,0.089
3.22,3.37,3.45,3.48,107.62,103.88,100.43,97.87,10,7,2,0.04
3.37,3.45,3.48,3.5,103.88,100.43,97.87,97.11,11,7,2,0.04
3.45,3.48,3.5,3.52,100.43,97.87,97.11,98.4,12,7,2,0.03
3.48,3.5,3.52,3.44,97.87,97.11,98.4,99.36,11,7,2,0.02
3.5,3.52,3.44,3.16,97.11,98.4,99.36,96.7,10,7,2,0.02
3.52,3.44,3.16,2.68,98.4,99.36,96.7,86.28,9,7,2,0.02
3.44,3.16,2.68,2.32,99.36,96.7,86.28,68.9,8,7,2,0.04
3.16,2.68,2.32,2.23,96.7,86.28,68.9,54.46,7,7,2,0.02
2.68,2.32,2.23,2.41,86.28,68.9,54.46,37.26,6,7,2,0.079
2.32,2.23,2.41,2.47,68.9,54.46,37.26,42.85,5,7,2,0.089
2.23,2.41,2.47,2.58,54.46,37.26,42.85,49.81,4,7,2,0.079
2.41,2.47,2.58,2.7,37.26,42.85,49.81,57.06,3,7,2,0.069
2.47,2.58,2.7,2.71,42.85,49.81,57.06,64.75,2,7,2,0.059
2.58,2.7,2.71,2.46,49.81,57.06,64.75,74.87,1,7,2,0.079
2.7,2.71,2.46,2,57.06,64.75,74.87,92.27,0,7,2,0.099
2.71,2.46,2,1.68,64.75,74.87,92.27,116.84,1,7,2,0.148
2.46,2,1.68,1.59,74.87,92.27,116.84,132.66,2,7,2,0.069
2,1.68,1.59,1.44,92.27,116.84,132.66,125.45,3,7,2,0.01
1.68,1.59,1.44,1.3,116.84,132.66,125.45,103.79,4,7,2,0
1.59,1.44,1.3,1.12,132.66,125.45,103.79,85.41,5,7,2,0
1.44,1.3,1.12,1.79,125.45,103.79,85.41,218.43,6,7,2,0
1.3,1.12,1.79,1.29,103.79,85.41,218.43,243.58,7,7,2,0
1.12,1.79,1.29,1.04,85.41,218.43,243.58,265.78,8,7,2,0
1.79,1.29,1.04,0.83,218.43,243.58,265.78,280.37,9,7,2,0
1.29,1.04,0.83,0.63,243.58,265.78,280.37,281.16,10,7,2,0
1.04,0.83,0.63,0.56,265.78,280.37,281.16,254.67,11,7,2,0
0.83,0.63,0.56,0.91,280.37,281.16,254.67,228.13,12,7,2,0.01
0.63,0.56,0.91,1.4,281.16,254.67,228.13,223.59,11,7,2,0.049
0.56,0.91,1.4,1.71,254.67,228.13,223.59,230.57,10,7,2,0.049
0.91,1.4,1.71,1.82,228.13,223.59,230.57,248.16,9,7,2,0.109
1.4,1.71,1.82,2.03,223.59,230.57,248.16,266.82,8,7,2,0.128
1.71,1.82,2.03,2.35,230.57,248.16,266.82,273.3,7,7,2,0.099
1.82,2.03,2.35,2.99,248.16,266.82,273.3,233.08,6,8,2,0.148
2.03,2.35,2.99,3.16,266.82,273.3,233.08,229.71,5,8,2,0.247
2.35,2.99,3.16,3.27,273.3,233.08,229.71,236.45,4,8,2,0.296
2.99,3.16,3.27,3.51,233.08,229.71,236.45,248.77,3,8,2,0.306
3.16,3.27,3.51,3.99,229.71,236.45,248.77,260.55,2,8,2,0.287
3.27,3.51,3.99,4.64,236.45,248.77,260.55,267.48,1,8,2,0.208
3.51,3.99,4.64,5.28,248.77,260.55,267.48,269.01,0,8,2,0.277
3.99,4.64,5.28,5.91,260.55,267.48,269.01,267.73,1,8,2,0.375
4.64,5.28,5.91,6.59,267.48,269.01,267.73,265.75,2,8,2,0.504
5.28,5.91,6.59,7.35,269.01,267.73,265.75,264.39,3,8,2,0.514
5.91,6.59,7.35,8.06,267.73,265.75,264.39,264.08,4,8,2,0.721
6.59,7.35,8.06,8.55,265.75,264.39,264.08,265,5,8,2,0.958
7.35,8.06,8.55,8.4,264.39,264.08,265,262.21,6,8,2,0.978
8.06,8.55,8.4,8.22,264.08,265,262.21,261.41,7,8,2,0.978
8.55,8.4,8.22,8,265,262.21,261.41,263.44,8,8,2,0.968
8.4,8.22,8,7.74,262.21,261.41,263.44,266.86,9,8,2,0.949
8.22,8,7.74,7.33,261.41,263.44,266.86,269.35,10,8,2,0.909
8,7.74,7.33,6.63,263.44,266.86,269.35,267.83,11,8,2,0.909
7.74,7.33,6.63,5.66,266.86,269.35,267.83,258.28,12,8,2,0.84
7.33,6.63,5.66,4.92,269.35,267.83,258.28,239.82,11,8,2,0.623
6.63,5.66,4.92,4.84,267.83,258.28,239.82,218.45,10,8,2,0.435
5.66,4.92,4.84,5.13,258.28,239.82,218.45,202.59,9,8,2,0.277
4.92,4.84,5.13,5.38,239.82,218.45,202.59,191.1,8,8,2,0.099
4.84,5.13,5.38,5.48,218.45,202.59,191.1,180.32,7,8,2,0.128
5.13,5.38,5.48,4.63,202.59,191.1,180.32,149.22,6,8,2,0.198
5.38,5.48,4.63,4.67,191.1,180.32,149.22,143.2,5,8,2,0.168
5.48,4.63,4.67,5,180.32,149.22,143.2,137.34,4,8,2,0.109
4.63,4.67,5,5.48,149.22,143.2,137.34,132.85,3,8,2,0.059
4.67,5,5.48,5.87,143.2,137.34,132.85,130.3,2,8,2,0.208
5,5.48,5.87,5.92,137.34,132.85,130.3,129.91,1,8,2,0.326
5.48,5.87,5.92,5.48,132.85,130.3,129.91,131.9,0,8,2,0.306
5.87,5.92,5.48,4.84,130.3,129.91,131.9,135.53,1,8,2,0.267
5.92,5.48,4.84,4.33,129.91,131.9,135.53,138.77,2,8,2,0.148
5.48,4.84,4.33,4.18,131.9,135.53,138.77,138.73,3,8,2,0.148
4.84,4.33,4.18,4.32,135.53,138.77,138.73,136.3,4,8,2,0.099
4.33,4.18,4.32,4.62,138.77,138.73,136.3,133.94,5,8,2,0.059
4.18,4.32,4.62,3.88,138.73,136.3,133.94,122.82,6,8,2,0.109
4.32,4.62,3.88,4.23,136.3,133.94,122.82,125.49,7,8,2,0.128
4.62,3.88,4.23,4.37,133.94,122.82,125.49,125.27,8,8,2,0.138
3.88,4.23,4.37,4.3,122.82,125.49,125.27,122.88,9,8,2,0.128
4.23,4.37,4.3,4.02,125.49,125.27,122.88,118.47,10,8,2,0.079
4.37,4.3,4.02,3.5,125.27,122.88,118.47,111.36,11,8,2,0.049
4.3,4.02,3.5,2.83,122.88,118.47,111.36,99.2,12,8,2,0.049
4.02,3.5,2.83,2.35,118.47,111.36,99.2,79.31,11,8,2,0.02
3.5,2.83,2.35,2.43,111.36,99.2,79.31,59.05,10,8,2,0.01
2.83,2.35,2.43,2.92,99.2,79.31,59.05,50.44,9,8,2,0.01
2.35,2.43,2.92,3.34,79.31,59.05,50.44,49.53,8,8,2,0
2.43,2.92,3.34,3.32,59.05,50.44,49.53,51.04,7,8,2,0
2.92,3.34,3.32,2.91,50.44,49.53,51.04,53.38,6,8,2,0
3.34,3.32,2.91,2.68,49.53,51.04,53.38,56.85,5,8,2,0
